SKU,UOM,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1202357,Eaches,38,9,4,24,18,24,40,29,38,29,39,7
1202365,Eaches,134,32,79,54,109,243,208,131,230,83,145,42
1204304,Eaches,0,0,0,1,0,1,0,0,1,1,0,1
1204320,Eaches,0,1,0,1,0,1,1,0,1,0,0,1
1204338,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1204346,Eaches,1,1,1,2,6,1,6,1,2,2,0,4
1204353,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1204361,Eaches,1,0,0,0,1,0,0,1,1,0,1,0
1204379,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1204387,Eaches,2,1,1,1,2,2,2,0,2,1,2,3
1204395,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1204403,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1204429,Eaches,1,2,1,1,2,2,2,1,0,1,2,0
1204437,Eaches,0,1,1,0,1,0,1,0,1,0,1,1
1204452,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1204510,Eaches,1,2,1,1,2,0,0,0,1,0,2,1
1204536,Eaches,0,1,0,1,2,1,1,1,1,2,1,1
1204593,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1204619,Eaches,1,1,0,2,2,0,1,3,3,2,3,0
1204635,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1204700,Eaches,1,0,1,2,2,1,0,0,2,2,1,1
1204734,Eaches,0,1,0,0,0,1,1,0,1,0,0,1
1204742,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1204759,Eaches,3,2,2,2,2,2,2,1,4,3,4,2
1209949,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1210002,Eaches,42,40,6,55,55,13,104,85,9,97,98,80
1210003,Eaches,62,99,192,68,115,248,151,228,109,168,162,160
1210005,Eaches,15,20,118,19,11,75,54,73,18,23,124,10
1210006,Eaches,183,57,68,230,18,72,35,48,256,43,125,230
1210007,Eaches,71,67,86,116,105,45,102,109,135,125,107,91
1210009,Eaches,68,68,57,34,74,57,26,66,15,10,64,63
1210010,Eaches,29,53,20,50,65,43,36,74,44,30,17,67
1210111,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1220008,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1220022,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1220029,Eaches,1,1,1,1,0,1,0,0,0,1,1,0
1220030,Eaches,1,42,12,45,31,3,12,24,7,56,37,4
1220031,Eaches,104,71,98,44,30,22,61,46,83,6,109,123
1220032,Eaches,34,36,2,72,24,16,48,59,63,40,29,40
1220033,Eaches,66,2,0,56,6,31,31,24,22,28,67,61
1220034,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1220045,Eaches,32,13,60,64,27,5,50,56,28,62,64,26
1220060,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1220383,Eaches,42,3,11,64,84,39,10,60,45,50,65,51
1220987,Eaches,362,289,2,209,398,105,313,297,119,237,209,388
1220995,Eaches,36,44,57,100,66,136,60,68,58,168,15,140
1221118,Eaches,195,149,68,41,35,159,18,140,13,76,72,25
1221555,Eaches,91,6,23,65,35,97,63,74,14,55,66,12
1222173,Eaches,9,10,6,2,14,18,2,6,10,7,7,11
1222447,Eaches,0,0,0,2,1,0,0,1,1,0,2,1
1240024,Eaches,0,8,2,1,10,12,13,12,12,3,12,6
1240028,Eaches,1,0,2,2,0,2,0,2,1,2,2,1
1240036,Eaches,1,0,1,0,1,1,1,0,0,1,0,0
1240037,Eaches,75,17,39,116,39,110,21,69,50,29,21,53
1240038,Eaches,21,76,188,144,10,84,169,191,75,137,96,194
1240039,Eaches,52,105,8,6,74,98,86,32,23,61,118,100
1240044,Eaches,59,55,30,55,102,71,61,70,0,47,71,75
1240047,Eaches,1,3,2,2,2,1,2,3,1,1,2,2
1240048,Eaches,2,3,1,1,2,3,4,1,0,1,3,1
1240063,Eaches,5,1,6,4,1,4,2,1,1,6,3,2
1240065,Eaches,5,5,0,3,1,3,2,2,2,0,2,1
1242296,Eaches,44,106,29,75,183,65,40,171,106,34,60,141
1249531,Eaches,98,37,48,139,108,118,27,12,101,0,26,50
1249549,Eaches,76,69,18,57,102,59,59,97,86,3,6,82
1249556,Eaches,4,22,58,43,31,57,37,29,41,32,5,48
1249564,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1249572,Eaches,3,2,3,4,2,3,4,0,3,0,3,1
1249598,Eaches,59,8,202,59,8,175,175,136,71,106,50,130
1249655,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1249663,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1249713,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1249721,Eaches,65,38,112,77,65,71,26,26,13,126,138,112
1249739,Eaches,24,111,160,143,32,59,156,86,166,168,43,4
1249747,Eaches,69,27,41,4,89,73,31,54,87,8,58,54
1249754,Eaches,15,43,18,28,49,28,23,41,36,37,24,59
1249762,Eaches,1,1,0,1,0,0,0,1,1,0,0,1
1249796,Eaches,82,71,20,93,10,82,100,16,0,16,102,4
1249804,Eaches,2,33,46,49,13,16,16,26,26,29,44,39
1249812,Eaches,20,5,5,37,16,16,16,18,23,11,21,1
1249820,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1249838,Eaches,3,28,32,6,19,8,32,33,6,20,24,19
1249846,Eaches,0,1,0,1,0,0,0,1,0,0,1,1
1249887,Eaches,5,18,19,3,8,17,9,12,15,10,3,5
1249895,Eaches,8,9,2,0,9,7,1,6,8,3,8,8
1249903,Eaches,50,18,6,26,38,14,1,18,11,25,2,12
1250002,Eaches,0,0,1,1,1,1,1,1,1,1,1,0
1250003,Eaches,48,70,98,71,46,86,118,68,110,61,47,111
1250004,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1250007,Eaches,0,0,1,1,1,0,0,1,0,1,1,0
1250008,Eaches,63,14,45,116,40,61,24,3,9,37,68,3
1250009,Eaches,117,89,139,183,180,98,202,72,8,30,102,168
1250023,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1250028,Eaches,2,1,2,9,3,8,1,10,4,7,3,4
1250029,Eaches,9,26,11,44,44,17,21,2,3,29,42,10
1250032,Eaches,107,175,110,71,139,61,2,24,104,175,42,171
1250033,Eaches,41,77,89,115,147,141,158,82,130,2,199,184
1250040,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1250043,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1250051,Eaches,1,0,0,1,0,0,1,1,0,0,1,0
1250058,Eaches,13,19,23,2,20,13,23,11,20,4,24,24
1250060,Eaches,5,5,3,1,1,4,6,1,7,1,0,6
1250061,Eaches,23,30,1,44,4,6,21,15,20,37,16,21
1250062,Eaches,13,10,15,9,7,1,5,9,15,12,3,18
1250065,Eaches,1,4,3,2,1,4,2,2,2,2,0,3
1250068,Eaches,67,28,38,86,47,6,11,6,80,3,34,56
1250086,Eaches,13508,4235,12110,17046,15301,9606,8659,1656,4487,16637,4100,11204
1250087,Eaches,239,341,704,1573,1341,188,1772,965,1584,1364,550,536
1250088,Eaches,602,826,935,1025,361,1022,600,894,1031,386,622,1159
1250090,Eaches,254,286,45,375,235,302,355,123,80,290,225,193
1250092,Eaches,153,208,136,190,101,100,53,134,139,121,59,184
1250093,Eaches,99,185,182,38,208,113,249,50,202,308,162,231
1250094,Eaches,27,117,157,19,107,114,93,87,115,74,157,44
1250095,Eaches,30,90,3,34,44,86,54,65,97,137,34,123
1250101,Eaches,40,118,68,228,204,9,62,107,39,158,42,71
1250105,Eaches,1,0,11,32,24,3,30,28,22,13,25,25
1250106,Eaches,64,327,123,297,155,167,234,62,265,151,220,265
1250107,Eaches,66,34,97,81,94,109,35,21,1,122,84,100
1250111,Eaches,0,0,1,1,1,0,1,0,1,1,0,0
1250112,Eaches,0,1,2,0,1,2,1,1,0,0,1,0
1250620,Eaches,7743,4403,6501,574,7641,2268,5621,96,3434,237,2959,9056
1251123,Eaches,13,43,8,59,13,28,26,43,28,38,62,64
1251131,Eaches,3,4,1,4,0,1,4,4,2,5,0,1
1251370,Eaches,1,1,0,0,1,1,2,1,1,2,1,1
1251388,Eaches,49,66,92,94,90,48,4,84,5,96,43,23
1251602,Eaches,18,15,1,18,56,4,80,91,56,59,6,98
1251610,Eaches,141,183,76,100,60,136,0,33,99,63,123,124
1252410,Eaches,3,3,3,1,1,2,1,2,4,1,5,1
1252923,Eaches,326,289,360,328,39,46,324,226,268,338,80,211
1253285,Eaches,108,795,672,768,381,43,511,118,329,379,82,678
1255058,Eaches,25,24,19,1,9,21,14,24,7,28,8,9
1255066,Eaches,3,89,43,17,81,40,28,70,21,95,30,77
1258953,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1259001,Eaches,16,44,13,68,14,63,36,36,39,39,45,52
1259019,Eaches,83,101,49,63,116,135,85,112,37,89,134,97
1259027,Eaches,94,58,51,93,135,102,87,38,210,21,190,76
1259035,Eaches,20,69,19,35,71,13,10,66,73,59,59,29
1259050,Eaches,0,11,63,50,55,28,43,35,48,51,76,64
1259068,Eaches,83,37,57,14,103,75,81,30,71,79,90,91
1259076,Eaches,150,174,160,117,60,21,128,120,81,27,120,163
1259084,Eaches,85,94,84,72,92,19,36,96,58,46,11,14
1259092,Eaches,30,4,4,51,76,40,82,15,96,48,85,4
1259100,Eaches,80,112,19,113,69,45,13,72,7,13,98,33
1259126,Eaches,47,22,41,55,63,15,41,6,26,13,6,17
1259134,Eaches,37,38,25,13,88,93,54,81,62,57,5,21
1259142,Eaches,33,54,20,42,6,59,69,52,67,42,31,1
1259159,Eaches,60,126,60,108,61,20,49,24,56,90,45,53
1259167,Eaches,11,4,3,75,73,11,30,22,35,80,16,1
1270020,Eaches,220,62,77,88,189,218,172,96,265,62,192,225
1270021,Eaches,2,6,3,6,8,2,2,8,1,7,9,5
1270022,Eaches,476,15,486,17,526,409,353,118,41,226,45,433
1270025,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1270037,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1270038,Eaches,26,24,7,26,26,23,21,8,2,13,26,16
1270041,Eaches,0,1,1,0,1,0,1,1,1,0,0,1
1270042,Eaches,1,0,1,0,0,0,0,1,0,0,0,0
1270044,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1270047,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1270048,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1270050,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1270054,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1270067,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1270069,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1270083,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1270088,Eaches,51,1,95,104,28,108,138,93,38,92,75,138
1270089,Eaches,0,0,1,1,1,2,0,1,2,0,1,1
1270090,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1270099,Eaches,6,30,60,48,10,3,52,45,10,52,64,36
1270103,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1270248,Eaches,74,156,92,31,85,43,153,64,139,107,60,139
1290006,Eaches,506,470,540,407,538,727,292,659,587,65,401,3
1290008,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290016,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290017,Eaches,220,20,65,149,124,4,176,231,24,107,104,201
1290019,Eaches,145,256,41,146,246,22,198,136,202,75,152,75
1290020,Eaches,182,306,369,339,218,220,328,47,267,359,45,267
1290021,Eaches,1,2,2,1,1,1,3,1,3,3,0,1
1290026,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290029,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290031,Eaches,119,67,44,75,26,61,36,100,31,52,64,22
1290062,Eaches,5,55,95,71,47,90,21,144,101,142,130,120
1290065,Eaches,225,20,181,226,15,89,83,169,60,143,130,112
1290066,Eaches,17,117,88,77,1,14,68,125,61,66,65,94
1290076,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290078,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290079,Eaches,2,0,0,0,1,2,0,0,3,2,2,2
1290082,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290086,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290090,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290200,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290201,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290204,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290207,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290210,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290213,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290214,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290227,Eaches,5,6,4,6,1,0,4,6,8,1,5,5
1290229,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290230,Eaches,419,333,421,471,56,489,49,415,3,7,330,172
1290231,Eaches,368,95,162,291,379,248,90,208,161,201,107,111
1290232,Eaches,341,107,225,139,426,146,153,130,9,285,148,423
1290233,Eaches,333,139,327,310,7,321,84,84,267,69,230,217
1290234,Eaches,284,179,106,276,164,270,15,288,109,206,338,135
1290235,Eaches,395,288,193,96,445,156,175,29,66,68,435,101
1290240,Eaches,484,579,305,482,570,243,37,9,307,465,256,469
1290241,Eaches,1524,1382,17,2081,2250,674,415,674,2458,1143,387,1164
1290242,Eaches,561,9,240,54,448,151,536,182,563,121,302,402
1290243,Eaches,255,250,557,702,623,701,312,617,182,375,318,588
1290244,Eaches,90,0,608,753,182,17,790,242,325,302,309,123
1290245,Eaches,2627,4089,1958,665,1411,362,658,1446,4416,375,4135,4086
1290246,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290247,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290248,Eaches,457,365,177,648,713,529,317,660,307,704,361,341
1290249,Eaches,1164,5745,1198,6738,2851,3529,3587,940,875,4662,4028,6201
1290250,Eaches,-2,-2,0,-1,0,-2,-1,-2,-1,-2,-3,-2
1290251,Eaches,1607,1552,1102,1592,1044,397,1107,547,1251,49,1463,210
1290252,Eaches,1058,812,541,961,35,1026,522,1098,1074,768,127,815
1290254,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290255,Eaches,186,554,603,5,558,520,418,407,164,307,535,398
1290256,Eaches,144,84,17,598,558,265,194,541,169,331,343,223
1290257,Eaches,273,5,863,690,744,1214,819,218,769,520,863,136
1290258,Eaches,371,410,4,553,133,523,670,271,309,313,617,609
1290259,Eaches,873,1729,683,521,1668,167,1556,168,801,855,1451,596
1290260,Eaches,616,214,586,560,469,19,332,576,437,183,698,199
1290262,Eaches,138,5,126,30,525,295,589,553,443,15,360,519
1290263,Eaches,317,382,304,172,552,543,527,271,508,581,280,274
1290264,Eaches,117,322,607,99,488,40,530,150,607,120,701,506
1290265,Eaches,35,397,637,80,646,491,31,404,629,120,780,816
1290266,Eaches,243,166,341,2,384,21,187,127,404,277,130,295
1290267,Eaches,334,452,223,383,376,487,65,118,198,184,390,476
1290268,Eaches,225,293,262,167,373,248,407,280,316,189,192,174
1290269,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290270,Eaches,191,119,27,13,177,329,379,126,414,402,458,500
1290271,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290272,Eaches,429,31,504,163,400,68,151,534,510,64,84,482
1290273,Eaches,310,356,575,272,232,468,211,649,676,532,80,241
1290274,Eaches,69,634,660,5,611,28,513,149,667,322,376,628
1290275,Eaches,238,91,279,197,421,571,112,546,614,610,335,632
1290277,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290279,Eaches,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0
1290281,Eaches,4,7,5,2,1,6,5,4,8,5,5,6
1290282,Eaches,251,425,121,194,25,391,176,81,228,258,497,467
1290283,Eaches,260,305,468,102,402,331,96,464,112,435,247,55
1290284,Eaches,230,11,202,109,472,176,21,123,411,454,479,477
1290285,Eaches,224,94,351,188,392,386,274,440,274,184,243,260
1290286,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290287,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290288,Eaches,122,504,161,49,537,1,538,308,167,466,259,511
1290289,Eaches,532,272,656,135,300,348,73,306,628,43,342,307
1290290,Eaches,233,711,466,109,431,548,431,658,385,605,26,14
1290291,Eaches,141,491,42,296,830,525,822,873,695,303,18,796
1290292,Eaches,650,91,613,216,327,722,460,693,717,70,535,109
1290293,Eaches,266,374,493,275,294,385,551,41,488,211,294,211
1290294,Eaches,364,945,1121,979,47,1681,839,293,700,1830,441,188
1290295,Eaches,-3,0,-4,0,-3,0,-1,-4,-3,-4,-1,-3
1290296,Eaches,166,443,235,467,418,545,185,272,449,518,335,275
1290297,Eaches,404,1147,2337,23,1339,1309,464,2728,2092,1045,1751,1207
1290298,Eaches,4023,1476,3368,4313,1931,3263,4552,4642,597,191,528,2116
1290299,Eaches,1049,331,786,1428,142,1095,1302,537,648,459,443,1563
1290300,Eaches,3616,1225,2058,1748,1892,1174,251,2920,2777,2968,56,1042
1290301,Eaches,593,1111,924,16,66,1817,1041,165,585,713,262,1456
1290302,Eaches,455,511,521,140,1143,1464,1848,709,483,97,1093,1245
1290303,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290304,Eaches,69,510,133,26,71,461,488,84,256,341,492,420
1290305,Eaches,348,334,487,473,282,429,291,594,376,491,528,424
1290307,Eaches,158,57,132,490,373,624,484,283,566,456,151,347
1290308,Eaches,544,160,422,528,182,566,406,578,86,201,436,204
1290309,Eaches,696,759,443,223,992,269,16,498,666,533,811,35
1290310,Eaches,501,579,633,510,43,99,342,553,420,455,140,540
1290312,Eaches,792,18,733,179,616,487,747,469,121,272,324,403
1290313,Eaches,585,425,322,146,292,252,558,605,62,420,364,253
1290314,Eaches,418,531,120,36,562,12,54,106,305,395,113,158
1290315,Eaches,83,74,45,102,211,286,53,93,269,160,362,18
1290317,Eaches,1,1,1,1,1,1,1,0,1,0,0,1
1290318,Eaches,337,431,228,132,178,283,216,459,500,183,200,209
1290319,Eaches,0,1,1,0,0,0,0,0,0,0,0,0
1290320,Eaches,418,182,100,31,229,124,259,23,358,176,462,460
1290321,Eaches,475,203,483,293,368,519,413,129,79,346,278,130
1290322,Eaches,4,440,419,7,271,146,404,67,140,364,27,258
1290325,Eaches,30,122,519,419,421,477,507,165,178,125,447,381
1290326,Eaches,229,43,429,275,293,16,484,86,206,413,333,218
1290327,Eaches,308,330,105,108,165,485,131,461,389,424,88,448
1290329,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290343,Eaches,128,127,126,144,132,70,85,122,180,58,43,114
1290344,Eaches,148,237,104,146,219,220,200,79,6,193,91,221
1290345,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290347,Eaches,64,95,22,6,23,92,26,105,85,80,28,10
1290348,Eaches,581,340,756,646,737,603,622,599,263,792,251,1018
1290349,Eaches,636,412,661,353,371,666,617,210,676,17,259,13
1290350,Eaches,29,103,18,120,88,123,91,9,90,68,94,99
1290353,Eaches,158,79,408,365,384,270,190,156,124,183,19,403
1290358,Eaches,197,339,668,42,758,830,64,916,911,557,582,616
1290359,Eaches,224,110,242,190,179,282,305,102,203,23,305,211
1290360,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290361,Eaches,166,111,105,275,136,217,329,207,169,49,99,69
1290362,Eaches,125,472,301,371,287,564,332,117,210,236,339,650
1290365,Eaches,6,6,6,5,7,5,2,2,2,7,6,6
1290366,Eaches,54,279,61,128,126,164,120,267,61,110,165,74
1290367,Eaches,240,500,235,397,212,536,246,143,448,178,362,255
1290369,Eaches,290,235,226,85,623,629,139,119,506,114,214,535
1290371,Eaches,278,79,129,312,106,413,48,176,218,144,234,51
1290372,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290373,Eaches,1,1,2,2,0,1,2,1,3,3,2,2
1290374,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290375,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290376,Eaches,15,40,8,13,33,48,39,3,45,41,43,18
1290568,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290576,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290584,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290600,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1290626,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1291319,Eaches,360,295,2,162,290,369,84,106,266,276,181,262
1291442,Eaches,215,552,210,24,394,348,41,429,300,233,35,143
1291491,Eaches,15,47,20,35,16,20,24,4,14,24,8,27
1291509,Eaches,523,416,89,866,92,207,567,874,766,447,588,847
1291517,Eaches,428,632,436,627,194,514,240,515,455,164,640,178
1291541,Eaches,5,6,6,3,4,8,4,3,5,6,6,5
1291624,Eaches,2,11,4,6,4,5,1,11,11,11,7,8
1291632,Eaches,559,449,225,527,223,133,242,320,116,126,434,109
1291665,Eaches,7,33,69,137,113,43,102,148,147,126,83,15
1291699,Eaches,45,116,125,73,126,121,53,21,25,57,120,88
1291715,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1291723,Eaches,113,150,174,89,166,53,154,148,3,109,47,11
1291772,Eaches,10,28,32,4,15,10,9,10,23,28,27,33
1291798,Eaches,39,42,51,7,53,47,43,2,5,38,43,9
1291806,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1291814,Eaches,37,129,96,110,49,103,134,111,67,120,23,75
1291822,Eaches,60,76,44,89,35,84,85,49,31,25,6,44
1291830,Eaches,23,25,27,22,3,19,19,9,35,10,25,36
1291863,Eaches,499,25,152,506,244,309,119,112,542,433,287,203
1291871,Eaches,65,74,87,37,53,88,76,23,67,19,48,45
1291889,Eaches,267,193,80,634,317,554,507,174,508,22,52,266
1291897,Eaches,19,194,232,122,18,52,124,145,113,72,13,102
1291913,Eaches,33,70,57,58,61,19,84,65,46,24,3,50
1291939,Eaches,5,26,33,14,10,54,107,112,51,40,22,2
1291947,Eaches,100,92,115,20,114,107,5,131,117,23,123,54
1291954,Eaches,261,168,245,130,176,171,172,226,148,86,51,36
1291962,Eaches,69,691,513,624,620,395,442,250,296,585,271,412
1291970,Eaches,177,307,313,106,537,548,62,179,568,410,338,521
1292002,Eaches,15,9,31,20,5,21,34,25,30,20,26,7
1292028,Eaches,50,16,11,36,18,52,34,7,1,46,23,38
1292036,Eaches,128,241,677,166,310,375,524,558,188,93,527,171
1292044,Eaches,353,292,358,423,619,310,65,550,359,67,205,30
1292077,Eaches,306,629,748,259,91,822,585,472,234,73,155,588
1292101,Eaches,33,2,4,52,21,41,40,35,0,19,35,55
1292119,Eaches,334,163,108,207,148,205,6,1,100,50,119,349
1292143,Eaches,104,119,281,210,161,39,282,215,91,234,55,252
1292150,Eaches,152,66,18,42,130,115,60,180,112,31,113,17
1292168,Eaches,66,43,62,223,192,177,129,106,190,89,9,151
1292176,Eaches,164,95,208,170,79,132,178,165,145,73,148,249
1292184,Eaches,185,573,215,80,163,412,724,409,738,681,465,2
1292192,Eaches,43,6,52,43,27,33,23,49,32,39,26,22
1292218,Eaches,23,153,79,16,40,76,23,66,123,81,56,57
1292226,Eaches,226,83,9,203,209,119,59,148,126,136,83,112
1292242,Eaches,24,21,72,47,53,80,95,24,102,174,102,100
1292291,Eaches,258,551,252,12,543,499,255,220,304,322,507,579
1292309,Eaches,504,168,559,545,531,541,625,228,521,677,174,692
1292317,Eaches,122,783,25,52,733,404,443,511,655,38,586,148
1292325,Eaches,347,571,546,192,236,372,504,212,600,561,465,252
1292333,Eaches,28,61,51,48,44,25,51,21,11,62,13,14
1292341,Eaches,8,97,108,43,432,31,148,78,427,495,484,384
1292358,Eaches,630,199,198,263,448,38,713,585,165,289,73,360
1292424,Eaches,230,166,123,195,249,146,1,75,21,254,6,188
1292432,Eaches,66,62,71,43,64,73,50,24,5,9,17,14
1292457,Eaches,2,12,26,36,29,39,15,11,5,20,23,9
1292747,Eaches,48,18,20,8,2,47,37,35,50,45,45,33
1292762,Eaches,74,117,254,216,38,111,135,61,184,130,120,86
1292770,Eaches,28,2,15,11,22,21,5,9,12,2,27,40
1292788,Eaches,4,13,7,19,26,19,23,26,6,15,16,27
1292796,Eaches,45,56,43,10,24,16,31,23,37,1,31,15
1292804,Eaches,106,172,1,207,261,23,359,242,34,407,97,271
1292812,Eaches,272,87,136,50,329,395,389,268,432,69,204,444
1293018,Eaches,646,623,371,291,604,266,379,622,553,63,318,615
1293026,Eaches,703,5,34,211,307,543,464,308,797,295,419,72
1293166,Eaches,337,341,302,257,423,138,328,30,128,291,261,394
1293174,Eaches,24,119,271,545,280,471,75,185,239,192,99,167
1293224,Eaches,198,193,7,115,238,440,346,267,151,268,430,115
1293299,Eaches,70,566,138,387,553,184,301,318,42,589,597,32
1293315,Eaches,229,104,196,217,12,103,71,109,179,25,2,105
1293323,Eaches,0,25,13,53,35,7,5,22,38,50,25,41
1293331,Eaches,1,1,1,0,1,1,1,1,1,3,2,2
1293422,Eaches,16,24,8,13,30,26,13,23,2,17,3,1
1293430,Eaches,46,38,53,38,35,91,104,84,3,44,6,10
1293448,Eaches,4,2,0,2,2,10,22,5,14,26,5,14
1293455,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
1293489,Eaches,165,238,50,309,37,411,289,268,201,14,238,519
1293513,Eaches,115,115,1,74,136,99,158,31,160,67,28,72
1293612,Eaches,38,182,55,32,48,100,129,60,79,156,49,139
1293653,Eaches,3,3,15,8,13,0,4,2,9,13,10,14
1293679,Eaches,440,77,53,325,509,4,272,423,343,425,246,58
1293687,Eaches,289,665,669,661,698,358,52,547,309,353,486,279
1293778,Eaches,3,19,101,93,86,55,2,21,1,106,94,69
1293836,Eaches,114,140,164,188,149,212,2,130,246,190,245,164
1293844,Eaches,864,839,604,545,443,77,488,544,534,855,467,658
1293851,Eaches,64,299,308,65,230,254,183,11,17,222,99,45
1293869,Eaches,216,805,368,61,1241,1555,406,25,650,1229,456,236
1293877,Eaches,0,0,0,-1,0,0,0,0,0,0,0,-1
1293885,Eaches,0,13,13,24,17,10,26,2,11,5,22,13
1293893,Eaches,10,80,39,65,10,32,10,74,70,59,9,72
1293901,Eaches,237,91,304,8,3,90,376,222,244,104,389,416
1293927,Eaches,54,134,179,62,66,142,17,109,192,222,86,88
1293935,Eaches,53,68,71,16,28,26,13,7,16,33,20,35
1293943,Eaches,33,74,74,49,47,24,29,42,53,60,37,70
1293968,Eaches,82,47,90,85,74,94,74,101,122,24,40,57
1293976,Eaches,3,2,9,0,3,9,3,9,5,0,8,4
1294024,Eaches,203,152,142,268,4,141,32,72,150,105,3,164
1294073,Eaches,216,107,227,297,156,91,45,330,86,151,116,122
1294099,Eaches,127,232,295,295,331,442,190,353,179,317,313,267
1294107,Eaches,170,201,47,121,70,259,125,120,38,126,36,91
1294412,Eaches,336,364,635,434,742,176,548,540,424,428,612,493
1294727,Eaches,996,503,227,258,1004,304,1267,1021,565,271,610,1288
1294735,Eaches,0,0,3,9,1,1,2,8,2,8,6,9
1294743,Eaches,18,21,28,20,9,11,10,26,21,3,28,24
1294750,Eaches,431,44,194,678,517,342,466,592,17,395,404,678
1294776,Eaches,9,24,6,30,32,5,2,24,4,13,22,2
1294792,Eaches,5,154,215,270,179,227,169,226,211,138,257,189
1294800,Eaches,15,30,34,28,24,5,18,2,5,28,13,9
