SKU,UOM,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Avg,SKU,CategoryID,SKU,SupplierID
708438,Eaches,3,6,5,6,4,4,5,5,0,1,6,5,4.166666667,708438,330,Discontinued,60308
710324,Eaches,32,764,671,614,659,455,126,35,273,176,216,296,359.75,710324,200,Active,90000
720322,Eaches,269,184,22,265,240,171,258,28,320,48,275,159,186.5833333,720322,200,Active,30824
750018,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,750018,700,Discontinued,53900
750101,Eaches,0,1,1,1,0,1,1,0,1,1,1,0,0.666666667,750101,450,Discontinued,113
750152,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,750152,450,Discontinued,53900
750154,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,750154,450,Discontinued,53900
752741,Eaches,159,45,158,57,149,29,93,109,69,149,29,55,91.75,752741,450,Active,53900
753699,Eaches,143,39,102,39,61,110,169,197,83,32,70,141,98.83333333,753699,450,Active,53900
755868,Eaches,96,92,147,137,95,51,38,9,208,25,196,211,108.75,755868,450,Active,53900
760009,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,760009,380,Discontinued,2044
770035,Eaches,2,110,120,3,34,42,249,240,59,33,212,164,105.6666667,770035,380,Active,15851
770036,Eaches,9,1,5,3,8,2,11,11,2,18,15,13,8.166666667,770036,700,Discontinued,15851
770061,Eaches,66,217,41,44,96,167,77,192,161,68,91,130,112.5,770061,380,Active,82649
770071,Eaches,51,19,245,128,159,164,184,6,207,79,193,154,132.4166667,770071,380,Active,82649
770134,Eaches,18,591,352,322,433,553,565,506,419,403,57,393,384.3333333,770134,380,Active,82649
770145,Eaches,595,561,103,215,204,181,324,654,376,482,327,259,356.75,770145,380,Active,82649
770149,Eaches,55,106,40,28,9,29,20,40,57,70,53,57,47,770149,380,Active,5349
770271,Eaches,8,13,2,17,20,7,20,19,4,2,9,15,11.33333333,770271,700,Discontinued,15851
770289,Eaches,16,19,13,16,17,4,7,18,9,8,23,9,13.25,770289,700,Discontinued,15851
771113,Eaches,66,27,75,71,104,24,19,64,57,50,120,103,65,771113,380,Active,5349
771253,Eaches,84,274,233,96,54,138,125,123,243,290,46,239,162.0833333,771253,380,Active,15851
771444,Eaches,53,55,18,54,3,142,72,35,93,201,165,197,90.66666667,771444,380,Active,5349
771733,Eaches,252,25,314,49,208,70,106,219,136,66,52,35,127.6666667,771733,380,Active,5349
772202,Eaches,103,205,196,170,85,228,3,181,117,196,33,93,134.1666667,772202,380,Active,15851
772210,Eaches,178,139,121,120,146,30,94,18,146,96,91,28,100.5833333,772210,380,Active,15851
772301,Eaches,198,272,96,231,236,19,122,11,210,263,146,29,152.75,772301,380,Active,15851
772343,Eaches,120,253,75,184,250,208,98,10,205,136,61,29,135.75,772343,380,Active,15851
772384,Eaches,45,170,180,167,36,192,97,233,81,91,63,169,127,772384,380,Active,15851
772541,Eaches,191,141,96,9,4,92,52,137,34,16,112,9,74.41666667,772541,380,Active,15851
772632,Eaches,124,115,67,78,26,84,111,150,22,75,11,106,80.75,772632,380,Active,15851
772657,Eaches,5,4,29,42,55,3,61,132,38,141,92,61,55.25,772657,380,Active,15851
772822,Eaches,113,217,328,283,22,337,204,358,76,248,372,30,215.6666667,772822,380,Active,82649
772871,Eaches,106,85,35,249,361,348,282,16,233,257,325,288,215.4166667,772871,380,Active,82649
772889,Eaches,139,284,312,227,0,69,217,20,109,105,96,1,131.5833333,772889,380,Active,82649
772897,Eaches,47,163,240,255,85,71,135,202,189,242,102,93,152,772897,380,Active,82649
772905,Eaches,58,150,105,101,8,68,53,81,145,39,4,42,71.16666667,772905,380,Active,82649
1010004,Eaches,20,976,746,811,886,1056,750,323,270,851,246,742,639.75,1010004,330,Active,51726
1010005,Eaches,1395,929,511,147,442,1325,248,315,767,232,411,996,643.1666667,1010005,330,Active,51726
1010006,Eaches,803,176,744,1071,357,937,149,452,779,1032,969,531,666.6666667,1010006,330,Active,51726
1010007,Eaches,815,121,936,117,854,869,849,285,690,205,730,973,620.3333333,1010007,330,Active,51726
1010008,Eaches,806,636,261,592,306,572,3,343,253,1000,971,335,506.5,1010008,330,Active,51726
1010009,Eaches,1056,740,785,765,397,400,306,628,489,123,543,956,599,1010009,330,Active,51726
1010010,Eaches,1811,1619,622,74,942,548,118,1340,1078,1924,509,1304,990.75,1010010,330,Active,51726
1010011,Eaches,718,142,60,354,796,363,40,613,579,676,835,293,455.75,1010011,330,Active,51726
1010019,Eaches,274,292,219,281,255,149,301,141,185,129,109,238,214.4166667,1010019,330,Active,51726
1013333,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1013333,330,Discontinued,2044
1030042,Eaches,53,82,126,10,1,38,1,67,33,73,28,103,51.25,1030042,330,Active,51726
1030052,Eaches,59,257,535,767,966,1052,314,1518,155,239,79,1202,595.25,1030052,330,Active,88111
1030477,Eaches,90,49,31,35,89,74,7,96,53,47,53,53,56.41666667,1030477,330,Active,88111
1050034,Eaches,340,241,140,255,221,386,347,178,28,319,272,182,242.4166667,1050034,330,Active,51726
1050035,Eaches,171,106,152,108,161,112,70,137,50,16,124,97,108.6666667,1050035,310,Active,88111
1050036,Eaches,207,141,137,133,28,60,82,68,1,12,16,73,79.83333333,1050036,330,Active,51726
1050037,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1050037,330,Discontinued,51726
1050244,Eaches,74,9,111,32,230,147,16,40,95,434,242,68,124.8333333,1050244,310,Active,5002
1050251,Eaches,862,922,1226,750,306,443,1195,728,586,1020,1155,1260,871.0833333,1050251,310,Active,5002
1050269,Eaches,352,261,211,296,648,602,612,453,362,85,323,516,393.4166667,1050269,310,Active,5002
1050400,Eaches,714,83,445,766,300,547,398,407,75,390,127,111,363.5833333,1050400,310,Active,5002
1070020,Eaches,1,1,0,1,0,0,0,0,1,1,1,0,0.5,1070020,310,Discontinued,16934
1070022,Eaches,1115,1652,646,1723,1347,1356,104,11,93,516,994,1145,891.8333333,1070022,310,Active,88111
1090005,Eaches,6,0,3,9,10,11,10,11,3,14,0,15,7.666666667,1090005,330,Seasonal,88111
1090009,Eaches,77,49,243,153,240,234,93,40,110,199,156,86,140,1090009,330,Active,88111
1090010,Eaches,991,599,1164,251,427,519,502,201,488,405,14,138,474.9166667,1090010,330,Seasonal,51726
1090014,Eaches,238,217,199,93,134,59,46,121,38,83,225,109,130.1666667,1090014,330,Active,51726
1090547,Eaches,46,16,24,20,19,27,44,58,33,58,19,14,31.5,1090547,330,Seasonal,51726
1090554,Eaches,1,1,0,0,0,0,0,0,1,1,0,0,0.333333333,1090554,330,Discontinued,51726
1200037,Eaches,23,20,6,23,20,5,7,11,22,13,19,13,15.16666667,1200037,370,Active,51726
1200038,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1200038,370,Discontinued,88111
1200040,Eaches,15,2,26,44,46,0,24,14,13,14,43,21,21.83333333,1200040,370,Active,51726
1200043,Eaches,21,19,19,102,16,40,46,76,35,85,26,78,46.91666667,1200043,370,Active,51726
1200066,Eaches,33,82,21,21,0,97,101,25,11,37,78,42,45.66666667,1200066,370,Active,5446
1200068,Eaches,98,97,7,3,30,115,98,42,114,62,17,117,66.66666667,1200068,370,Active,5446
1200071,Eaches,3,5,1,0,3,6,4,3,6,4,2,0,3.083333333,1200071,370,Discontinued,5446
1200072,Eaches,7,0,1,4,3,3,3,3,5,3,3,2,3.083333333,1200072,370,Discontinued,5446
1200079,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1200079,370,Pre Active,5446
1200083,Eaches,40,3,7,14,1,26,2,12,5,29,21,6,13.83333333,1200083,370,Active,5446
1200131,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1200131,370,Discontinued,5446
1200132,Eaches,1,0,1,2,1,0,1,0,0,1,0,1,0.666666667,1200132,370,Discontinued,5446
1200133,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1200133,370,Discontinued,5446
1200134,Eaches,2,3,3,2,3,2,2,2,3,2,2,1,2.25,1200134,370,Discontinued,5446
1200135,Eaches,0,2,1,0,2,4,4,1,4,1,0,4,1.916666667,1200135,370,Discontinued,5446
1200136,Eaches,1,1,1,0,0,0,0,1,1,0,0,1,0.5,1200136,370,Discontinued,5446
1200137,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1200137,370,Discontinued,5446
1200140,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1200140,370,Discontinued,5446
1200142,Eaches,2,2,2,1,0,2,1,0,1,0,0,1,1,1200142,370,Discontinued,5446
1200188,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1200188,370,Discontinued,1679
1200196,Eaches,1,1,1,0,0,0,1,1,0,1,0,1,0.583333333,1200196,370,Discontinued,5446
1200205,Eaches,0,3,4,3,3,3,3,2,0,2,4,0,2.25,1200205,370,Discontinued,5446
1200206,Eaches,2,3,1,3,3,2,2,3,2,0,2,3,2.166666667,1200206,370,Discontinued,5446
1200207,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1200207,370,Discontinued,5446
1200208,Eaches,3,1,2,0,1,1,1,3,1,1,0,1,1.25,1200208,370,Discontinued,5446
1200209,Eaches,0,2,1,2,1,1,2,2,1,1,2,1,1.333333333,1200209,370,Discontinued,5446
1200210,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1200210,370,Discontinued,5446
1200212,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1200212,370,Discontinued,5446
1200220,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1200220,370,Discontinued,5446
1200221,Eaches,1,1,2,2,1,2,2,2,1,2,2,2,1.666666667,1200221,370,Discontinued,5446
1200222,Eaches,0,2,3,1,2,1,2,0,3,1,0,1,1.333333333,1200222,370,Discontinued,5446
1200223,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1200223,370,Discontinued,5446
1200224,Eaches,1,0,1,1,1,1,1,1,0,0,0,1,0.666666667,1200224,370,Discontinued,5446
1200225,Eaches,0,1,0,0,1,1,0,1,1,0,1,1,0.583333333,1200225,370,Discontinued,5446
1200226,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1200226,370,Discontinued,3182
1200227,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1200227,370,Discontinued,5446
1200228,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1200228,370,Discontinued,5446
1200230,Eaches,1,0,1,1,0,0,1,1,0,1,0,1,0.583333333,1200230,370,Discontinued,5446
1200233,Eaches,1,2,1,2,1,1,0,2,2,1,2,0,1.25,1200233,370,Discontinued,5446
1200234,Eaches,2,0,1,2,0,2,2,2,1,3,0,1,1.333333333,1200234,370,Discontinued,5446
1200235,Eaches,0,0,1,1,0,1,1,0,0,1,0,0,0.416666667,1200235,370,Discontinued,5446
1200236,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1200236,370,Discontinued,5446
1200239,Eaches,1,1,0,1,0,2,1,2,1,1,1,1,1,1200239,370,Discontinued,5446
1200240,Eaches,0,0,0,1,0,1,0,1,0,0,1,1,0.416666667,1200240,370,Discontinued,5446
1200241,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1200241,370,Discontinued,5446
1200242,Eaches,0,1,0,1,1,0,1,1,1,0,1,1,0.666666667,1200242,370,Discontinued,5446
1200246,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1200246,370,Discontinued,5446
1200248,Eaches,26,84,94,106,2,75,78,94,97,85,12,92,70.41666667,1200248,370,Active,5446
1200256,Eaches,13,14,10,12,13,8,8,13,8,3,0,2,8.666666667,1200256,370,Discontinued,5446
1200257,Eaches,1,0,1,3,2,1,3,0,4,1,0,1,1.416666667,1200257,370,Discontinued,5446
1200259,Eaches,2,6,4,6,3,3,5,6,2,5,4,2,4,1200259,370,Discontinued,5446
1200263,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1200263,370,Discontinued,63375
1200265,Eaches,1,1,0,1,0,0,1,1,1,1,0,0,0.583333333,1200265,370,Discontinued,5446
1200270,Eaches,1,1,1,1,0,1,1,1,1,1,1,1,0.916666667,1200270,370,Discontinued,63375
1200271,Eaches,2,2,1,0,0,2,2,1,0,2,2,2,1.333333333,1200271,370,Discontinued,5446
1200272,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1200272,370,Discontinued,63375
1200273,Eaches,0,-1,0,-1,0,0,-1,-1,0,0,-1,0,-0.416666667,1200273,370,Discontinued,5446
1200274,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1200274,370,Discontinued,3182
1200275,Eaches,1,1,2,2,1,1,0,2,0,1,2,2,1.25,1200275,370,Discontinued,5446
1200277,Eaches,5,1,4,4,4,2,4,0,2,1,3,2,2.666666667,1200277,370,Discontinued,5446
1200279,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1200279,370,Discontinued,5446
1200280,Eaches,1,0,0,1,0,3,2,0,2,2,0,1,1,1200280,370,Discontinued,5446
1200281,Eaches,1,0,1,1,1,1,0,0,0,0,0,1,0.5,1200281,370,Discontinued,5446
1200282,Eaches,0,0,1,0,1,0,1,1,1,0,0,1,0.5,1200282,370,Discontinued,5446
1200284,Eaches,1,1,0,0,0,0,0,0,1,1,0,0,0.333333333,1200284,370,Discontinued,5446
1200285,Eaches,1,2,0,1,0,1,0,1,2,1,1,2,1,1200285,370,Discontinued,5446
1200287,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1200287,370,Discontinued,5446
1200288,Eaches,0,0,1,0,0,0,1,0,1,0,0,0,0.25,1200288,370,Discontinued,5446
1200300,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1200300,370,Discontinued,5446
1200303,Eaches,1,2,1,2,2,1,0,0,0,2,1,0,1,1200303,370,Discontinued,5446
1202357,Eaches,38,9,4,24,18,24,40,29,38,29,39,7,24.91666667,1202357,700,Active,51726
1202365,Eaches,134,32,79,54,109,243,208,131,230,83,145,42,124.1666667,1202365,370,Active,51726
1204304,Eaches,0,0,0,1,0,1,0,0,1,1,0,1,0.416666667,1204304,370,Discontinued,5446
1204320,Eaches,0,1,0,1,0,1,1,0,1,0,0,1,0.5,1204320,370,Discontinued,5446
1204338,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1204338,370,Discontinued,5446
1204346,Eaches,1,1,1,2,6,1,6,1,2,2,0,4,2.25,1204346,370,Discontinued,5446
1204353,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1204353,370,Discontinued,5446
1204361,Eaches,1,0,0,0,1,0,0,1,1,0,1,0,0.416666667,1204361,370,Discontinued,5446
1204379,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1204379,370,Discontinued,5446
1204387,Eaches,2,1,1,1,2,2,2,0,2,1,2,3,1.583333333,1204387,370,Discontinued,5446
1204395,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1204395,370,Discontinued,5446
1204403,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1204403,370,Discontinued,5446
1204429,Eaches,1,2,1,1,2,2,2,1,0,1,2,0,1.25,1204429,370,Discontinued,5446
1204437,Eaches,0,1,1,0,1,0,1,0,1,0,1,1,0.583333333,1204437,370,Discontinued,5446
1204452,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1204452,370,Discontinued,5446
1204510,Eaches,1,2,1,1,2,0,0,0,1,0,2,1,0.916666667,1204510,370,Discontinued,5446
1204536,Eaches,0,1,0,1,2,1,1,1,1,2,1,1,1,1204536,370,Discontinued,5446
1204593,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1204593,370,Discontinued,5446
1204619,Eaches,1,1,0,2,2,0,1,3,3,2,3,0,1.5,1204619,370,Discontinued,5446
1204635,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1204635,370,Discontinued,5446
1204700,Eaches,1,0,1,2,2,1,0,0,2,2,1,1,1.083333333,1204700,370,Discontinued,5446
1204734,Eaches,0,1,0,0,0,1,1,0,1,0,0,1,0.416666667,1204734,370,Discontinued,5446
1204742,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1204742,370,Discontinued,5446
1204759,Eaches,3,2,2,2,2,2,2,1,4,3,4,2,2.416666667,1204759,370,Discontinued,5446
1209949,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1209949,370,Discontinued,2044
1210002,Eaches,42,40,6,55,55,13,104,85,9,97,98,80,57,1210002,370,Active,88111
1210003,Eaches,62,99,192,68,115,248,151,228,109,168,162,160,146.8333333,1210003,370,Active,88111
1210005,Eaches,15,20,118,19,11,75,54,73,18,23,124,10,46.66666667,1210005,370,Active,88111
1210006,Eaches,183,57,68,230,18,72,35,48,256,43,125,230,113.75,1210006,370,Active,88111
1210007,Eaches,71,67,86,116,105,45,102,109,135,125,107,91,96.58333333,1210007,370,Active,88111
1210009,Eaches,68,68,57,34,74,57,26,66,15,10,64,63,50.16666667,1210009,370,Active,88111
1210010,Eaches,29,53,20,50,65,43,36,74,44,30,17,67,44,1210010,370,Active,88111
1210111,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1210111,370,Discontinued,2044
1220008,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1220008,370,Discontinued,24021
1220022,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1220022,370,Discontinued,24021
1220029,Eaches,1,1,1,1,0,1,0,0,0,1,1,0,0.583333333,1220029,370,Active,94560
1220030,Eaches,1,42,12,45,31,3,12,24,7,56,37,4,22.83333333,1220030,370,Active,45604
1220031,Eaches,104,71,98,44,30,22,61,46,83,6,109,123,66.41666667,1220031,370,Active,45604
1220032,Eaches,34,36,2,72,24,16,48,59,63,40,29,40,38.58333333,1220032,370,Active,45604
1220033,Eaches,66,2,0,56,6,31,31,24,22,28,67,61,32.83333333,1220033,370,Active,45604
1220034,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1220034,370,Discontinued,1297
1220045,Eaches,32,13,60,64,27,5,50,56,28,62,64,26,40.58333333,1220045,370,Active,94560
1220060,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1220060,370,Pre Active,94560
1220383,Eaches,42,3,11,64,84,39,10,60,45,50,65,51,43.66666667,1220383,370,Active,1852
1220987,Eaches,362,289,2,209,398,105,313,297,119,237,209,388,244,1220987,370,Active,51726
1220995,Eaches,36,44,57,100,66,136,60,68,58,168,15,140,79,1220995,370,Active,51726
1221118,Eaches,195,149,68,41,35,159,18,140,13,76,72,25,82.58333333,1221118,370,Active,45604
1221555,Eaches,91,6,23,65,35,97,63,74,14,55,66,12,50.08333333,1221555,370,Active,45604
1222173,Eaches,9,10,6,2,14,18,2,6,10,7,7,11,8.5,1222173,370,Active,45604
1222447,Eaches,0,0,0,2,1,0,0,1,1,0,2,1,0.666666667,1222447,370,Active,94560
1240024,Eaches,0,8,2,1,10,12,13,12,12,3,12,6,7.583333333,1240024,370,Pre Active,3265
1240028,Eaches,1,0,2,2,0,2,0,2,1,2,2,1,1.25,1240028,370,Discontinued,3265
1240036,Eaches,1,0,1,0,1,1,1,0,0,1,0,0,0.5,1240036,370,Discontinued,30825
1240037,Eaches,75,17,39,116,39,110,21,69,50,29,21,53,53.25,1240037,370,Active,3265
1240038,Eaches,21,76,188,144,10,84,169,191,75,137,96,194,115.4166667,1240038,370,Active,3265
1240039,Eaches,52,105,8,6,74,98,86,32,23,61,118,100,63.58333333,1240039,370,Active,3265
1240044,Eaches,59,55,30,55,102,71,61,70,0,47,71,75,58,1240044,370,Active,3265
1240047,Eaches,1,3,2,2,2,1,2,3,1,1,2,2,1.833333333,1240047,370,Pre Active,3265
1240048,Eaches,2,3,1,1,2,3,4,1,0,1,3,1,1.833333333,1240048,370,Discontinued,3265
1240063,Eaches,5,1,6,4,1,4,2,1,1,6,3,2,3,1240063,370,Discontinued,3265
1240065,Eaches,5,5,0,3,1,3,2,2,2,0,2,1,2.166666667,1240065,370,Pre Active,3265
1242296,Eaches,44,106,29,75,183,65,40,171,106,34,60,141,87.83333333,1242296,370,Active,30825
1249531,Eaches,98,37,48,139,108,118,27,12,101,0,26,50,63.66666667,1249531,370,Active,3265
1249549,Eaches,76,69,18,57,102,59,59,97,86,3,6,82,59.5,1249549,370,Active,3265
1249556,Eaches,4,22,58,43,31,57,37,29,41,32,5,48,33.91666667,1249556,370,Active,3265
1249564,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1249564,370,Discontinued,3265
1249572,Eaches,3,2,3,4,2,3,4,0,3,0,3,1,2.333333333,1249572,370,Discontinued,3265
1249598,Eaches,59,8,202,59,8,175,175,136,71,106,50,130,98.25,1249598,370,Active,3265
1249655,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1249655,370,Pre Active,3265
1249663,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1249663,370,Discontinued,3265
1249713,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1249713,370,Discontinued,3265
1249721,Eaches,65,38,112,77,65,71,26,26,13,126,138,112,72.41666667,1249721,370,Active,3265
1249739,Eaches,24,111,160,143,32,59,156,86,166,168,43,4,96,1249739,370,Active,3265
1249747,Eaches,69,27,41,4,89,73,31,54,87,8,58,54,49.58333333,1249747,370,Active,3265
1249754,Eaches,15,43,18,28,49,28,23,41,36,37,24,59,33.41666667,1249754,370,Active,3265
1249762,Eaches,1,1,0,1,0,0,0,1,1,0,0,1,0.5,1249762,370,Pre Active,3265
1249796,Eaches,82,71,20,93,10,82,100,16,0,16,102,4,49.66666667,1249796,370,Active,3265
1249804,Eaches,2,33,46,49,13,16,16,26,26,29,44,39,28.25,1249804,370,Active,3265
1249812,Eaches,20,5,5,37,16,16,16,18,23,11,21,1,15.75,1249812,370,Active,3265
1249820,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1249820,370,Pre Active,3265
1249838,Eaches,3,28,32,6,19,8,32,33,6,20,24,19,19.16666667,1249838,370,Active,3265
1249846,Eaches,0,1,0,1,0,0,0,1,0,0,1,1,0.416666667,1249846,370,Pre Active,3265
1249887,Eaches,5,18,19,3,8,17,9,12,15,10,3,5,10.33333333,1249887,370,Active,3265
1249895,Eaches,8,9,2,0,9,7,1,6,8,3,8,8,5.75,1249895,370,Discontinued,3265
1249903,Eaches,50,18,6,26,38,14,1,18,11,25,2,12,18.41666667,1249903,370,Active,3265
1250002,Eaches,0,0,1,1,1,1,1,1,1,1,1,0,0.75,1250002,370,Discontinued,51726
1250003,Eaches,48,70,98,71,46,86,118,68,110,61,47,111,77.83333333,1250003,370,Active,51726
1250004,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1250004,370,Discontinued,51726
1250007,Eaches,0,0,1,1,1,0,0,1,0,1,1,0,0.5,1250007,370,Discontinued,51726
1250008,Eaches,63,14,45,116,40,61,24,3,9,37,68,3,40.25,1250008,370,Active,51726
1250009,Eaches,117,89,139,183,180,98,202,72,8,30,102,168,115.6666667,1250009,370,Active,51726
1250023,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,1250023,370,Discontinued,1675
1250028,Eaches,2,1,2,9,3,8,1,10,4,7,3,4,4.5,1250028,700,Pre Active,11661
1250029,Eaches,9,26,11,44,44,17,21,2,3,29,42,10,21.5,1250029,700,Active,5446
1250032,Eaches,107,175,110,71,139,61,2,24,104,175,42,171,98.41666667,1250032,370,Active,3265
1250033,Eaches,41,77,89,115,147,141,158,82,130,2,199,184,113.75,1250033,370,Active,3265
